text,label,char_length,word_count
vera level panraru VJS. Neenga vaena oorukula pousa thiriyalam... aaanaaa en maaasssss theriyaaathulaaaaa,Not_offensive,105,13
Simple ah sonna thala pola varuma,Not_offensive,33,6
Its just beginning VJMAAAAAAAAA n anilu kothi fans,Offensive_Untargetede,50,8
sema wow pakka allu alludhu la bairavaa da Ajith fans la bayandhu thirumbi poda,Offensive_Targeted_Insult_Group,83,14
"Andha Last Scene, Ayo Mudilada, bangamana kalai",Offensive_Targeted_Insult_Group,48,8
Tha kola maass and bgm U1,Not_offensive,25,6
இந்த படம் தலைவன் விஜய் சேதுபதி காக மட்டும் தான்...,Not_offensive,50,8
நாடககாதல் னு பேர் வைங்கப்பா கரெக்டா இருக்கும்,Not_offensive,46,6
நீ விதைத்த விதை ஒன்று‼ உனை அறுக்க காத்திருக்கும்‼ ஒட்டுமொத்த சமுதாயத்தின் ஆதரவோட திரையில் மிளிர்வாள் திரெளபதி ஆப்பு கண்ணுக்கு தெரியாதுடியோய் #_திரெளபதி #_2.6Mviews4Draupathi,Offensive_Targeted_Insult_Group,194,18
Thalaaaaa eppavumee veraaa levelll aduchukkaaa aale ilaaaa,Not_offensive,59,7
நம்மை ஜாதி ரீதியாக எதிர்க்க துப்பில்லாமல் இந்த பக்கம் தமிழ் தமிழ்னு போலியா கூவிக்கிட்டு அந்த பக்கம் ஜாதி ஒழிப்புனு கூவுற கருஞ்சட்டைகளின் ஒரே நோக்கம் நம் வீட்டு பெண்களே. இதை புரிய வேண்டிய நேரம் இது. திரெளபதி மேல் ஜாதியினர் ஒற்றுமை.,Not_offensive,231,31
Kamal time is prefer fat like v2,Not_offensive,32,7
plz realize at telugu also sir,Not_offensive,30,6
Masss illa ithu pakka pakka marana marana masssss,Not_offensive,49,8
Romba naal kaluchu ajithu mass video pakaren... Vera level...,Not_offensive,61,9
"வெட்ட வெளிச்சம் போட்டு காட்டிடீங்க., செருப்படி to that Gang🤣🤣",Not_offensive,61,8
Wow...thala in new getup...🤗🤗🤗🤗🤗🤗...kaindipa a samah hit agum..,Not_offensive,69,9
3 hours agidu 1 million varala,Not_offensive,30,6
Final touch... Rajini vera level,Not_offensive,35,5
Selva & Yuvan fans hit like,Not_offensive,27,6
Kathi movie song tune pole ond,Offensive_Targeted_Insult_Individual,30,6
Kathiruppom for ngk thalaiva nadippin nayakan suriya,Not_offensive,52,7
Kuch bhi mtlb kuch bhi,not-Tamil,22,5
Selva anna ur rocking U1 Pakka marana mass,Not_offensive,42,8
k**tha ithukum dislike ka.. ponduls...,Offensive_Untargetede,40,5
Dislike pottava kaila ketacha seththa...,Offensive_Untargetede,40,5
பார்க்கவகுலம் ( உடையார்) சமுதாயத்தின் சார்பாக திரௌபதி படக்குழுவினருக்கு அன்புகலந்த வாழ்த்துக்கள்,Not_offensive,99,9
Kola Mass Waiting!!! Selva + Surya Combo!!!,Not_offensive,43,7
Trailer kola mass padam meratti utturum,Not_offensive,39,6
Audience: Enna ya onnumey puriyala. Director: tease ra da mukkiyam padatha paarra...,Not_offensive,90,14
Gvp intha mathiri story Ku apt aa BGM potrukanga. Any gvp fans!,Not_offensive,64,12
Kuch khas nhi hai trailer me,not-Tamil,28,6
Enaku enamoooo indha Padam nala irukum nu thoonudhu all the best,Not_offensive,65,11
கமெண்ட்ஸ் எல்லாம் படிச்சு பாக்கும் போதுதான் தெரியது தமிழ்நாட்டுல இன்னும் பல பைத்தியங்கள் இருக்காங்கனு,Not_offensive,101,11
After watching movie? Like here,Not_offensive,31,5
Thala pakka mass padam vera vera vera levelaa irukka pokuthu adichu thookku,Not_offensive,75,12
Another 100cr club movie... Varalam va Bairavaa...,Not_offensive,52,7
Enda en deivatha dislike pandringa thevudiya pasangala.yaru sottula manna pottaru. savungada prostitute pasangala,Offensive_Untargetede,114,14
Thala last ta vanthu nipparu paarunga semma gethu,Not_offensive,49,8
"Classss, massssu, Pattayakelapum makkal Selvan Semma trailer Vjs dialogue masssu ultimate Geththu pa namba màkkal Selvan",Offensive_Targeted_Insult_Other,123,18
THAALEE VERA LEVEL. ANTHA PUNDAI VIJAY POGA SOLLUNGA!!!,Offensive_Targeted_Insult_Individual,55,8
Yennava irunthalum thalapathy mathiri varathuda yes yenru solluravanga like pannunga,Not_offensive,84,10
Thirumba thirumba thirumba thirumba paatthavanlaam like pannu,Not_offensive,61,7
Manidhaththin adippadaiyil ungal ulaippirkkaga padam vetriyadaiya vaalththuren,Not_offensive,78,7
Sema...Surya have killing eyes...Surya fans hit a like,Not_offensive,55,8
1:07 Soodhu kavvum gang. anyone noticed??:D,Not_offensive,44,7
Surya getap sema mass yarum intha mathiri nadikka mudiyathu,Not_offensive,59,9
"1:30 confirm 🤴vanniyar goundar thaan da.. Vijayakanth, Sarathkumar,Kamal kalaththukku aprom enga enaththa paththina Padam varudhu..! vetri perra vaazhthukkal",Not_offensive,157,18
"We want kaka kaka,peralagan,pithamagan,varanam mayira suriya",Not_offensive,60,6
Oruthar mele viswasam kaderathuku innoruthare yen assinga paduturingge...ppppaaaaahhhhh,Not_offensive,90,8
Nalla illa na hollywood edhuruparthen,Offensive_Untargetede,37,5
பிகில்'னு மொக்க படத்துல கதிர்'ர நடிக்க வைக்கனு கூட்டினு போயீ... பொம்மை போல உக்கார வச்சுடானுவோ எச்சைங்க இந்த படத்துல கதிர் சம்பவம் இருக்கு,Not_offensive,140,19
I am from karnataka i dont know tamil i am very excited for vivegam,Not_offensive,67,14
sirpana tharamana sambavangala inemal dha paka pora,Not_offensive,51,7
asuranai azhika vantha vanniya chathriya kula throwpaathi...,Not_offensive,60,7
"Suriya, yuvan and sai pallavi",Not_offensive,29,5
Part 2 ku wait panravanga mattum like podunga.. #kaathirippom,Not_offensive,61,9
7 m arivu ku apporom ngk semma,Not_offensive,30,7
bairavaa flop same to thalaivaa movie result,Offensive_Targeted_Insult_Group,44,7
Kotha punda eapdi Padam oduthunu papomdi jayamravi punda ravi,Offensive_Targeted_Insult_Individual,61,9
Inda padathukku peyar mathanumna enna veppinga🤔,Offensive_Targeted_Insult_Other,47,6
semmmma mass visual treat adi dhool PROUD TO BE A VIJAY FAN,Not_offensive,60,12
DSP bad music Harris jayaraj super,Not_offensive,34,6
2nd a.r.r.sam CS nu solravanga,Not_offensive,30,5
Vera level surya anna mass,Not_offensive,26,5
திரெளபதி படம் வெற்றி பெற #தமிழ்நாடு #தேவர் #பேரவை சார்பில் வாழ்த்துக்கள் #இயக்குனர் #மேகன் #ஜி அவர்களுக்கும் நன்றி ஆதிக்க சாதியின் அலப்பறை விரைவில்,Not_offensive,147,18
Yarellam Neraya! Neraya! Neraya! Thadava Pakuringa,Not_offensive,50,6
Ennada panni vacchiirukenga!!! Edha idly nu sonna chutney kooda nambathu da dei... Appo thalaiva eppo thalaivi,Offensive_Targeted_Insult_Group,112,17
Dislikes pottavan ellam kujith aamai ammava ookuga kusuvam thukkudurai valga,not-Tamil,76,10
wooooow ummmmmmmmma soo cute...vijay anna maaassssss,Not_offensive,55,7
Kis kis ko yeh Song Pasand Aaya Hai Like Kare,not-Tamil,45,10
Trending la varamaley 250k likes,Not_offensive,32,5
Endha oru vishayama irundhalum adhoda aaniverlnrudhu aarmbikiradhu dhan Azhagu...,Not_offensive,81,9
"Love Cross, Love Jihad என்று சொல்லி மதம் மாற்றுகிறார்கள். அதை பற்றியும் படம் எடுக்க வேண்டும்.",Not_offensive,94,14
Tamil cinema la itha vida pudhu storyline Vera ethuvum kidayathu,Not_offensive,64,10
Bgm vera level la iruku. Naren sounds like gvm.,Not_offensive,47,9
Vickram sir ungakitta 25 vayasu paiyan lam onnum panna mudiyathu sir ur r super,Not_offensive,79,14
Excellent thala your Vera lvl Serapu Mega serapu..,Not_offensive,54,8
wtf...enthonnnaadey ith...ingane lighting okke koduth oru nalla teaserine ithrakk ooolayaaakkiyath eth mythaaaandi monaaaan...phooooo... sury annan minnich:-) editere kitttiyaaaa avante chevadakk pottikkum aaa:-(,not-Tamil,218,24
Jadhikal illaiayi pappa yaavarum oru kulam yaavarum en makkal TAMILAN yaadhum oore yaavarum kelir,Not_offensive,97,14
நாடக காதல்னு ஒரு ஜாதிய மட்டும் சொல்றது என்ன மாதிரியான மனநோய் மிஸ்டர் மோகன்... உங்களோட வன்னியர் சாதி வெறி இந்த படத்துல அப்படியே நல்லா வாந்தி எடுத்து வச்சிருக்கிங்க போல... அடங்குனா அடங்க மாட்டோம் & உயர்சாதி பொண்ண. தான் கல்யாணம் பண்ணனும்னு அந்த சாதி மேல இப்படி வன்மம்... மண்ணு பொண்ணு மேல கைய வைக்குறதுக்கு அவனுங்களும் உங்கள மாதிரி மனுசனுங்க தான்டா... திருந்துங்கடா... சாதி வெறி பிடிச்சவனுங்களா... பா.ரஞ்சித் கூட இவ்வளவு வன்மம் காமிக்கலடா ஆனா நீ அக்னி வெறிய காமிச்சிட்ட கண்டிப்பா பிரச்சனை க்கு நீயே ஆரம்பமா இருப்பிங்க மிஸ்டர் மோகன் அண்ணா... வாழ்த்துக்கள் படத்துக்கு இருந்தாலும் கண்டனங்கள்...,Offensive_Targeted_Insult_Individual,604,80
Amazing Raja sir BGM,Not_offensive,21,4
Which trailer is better? Nerkonda paarvai-like Pink-also like,Not_offensive,61,8
Pei padathukum sports padathukum ena sir samandham,Not_offensive,50,7
Ena da thalaiya guest role pana vittutinga,Offensive_Targeted_Insult_Individual,42,7
யூடியூப்ல ஹாஹா ரியாக்ஷன் இல்லை என ஃபீல் பண்ணிய தருணம் சகோ,Not_offensive,57,9
467297 view in 22 minutes Thala vera leval,Not_offensive,42,8
Vijay fan's yaravathu iruntha veliya pohavum,Not_offensive,44,6
Thala vantha pothum.. Visulu parakumle theathre leh.. Terike vidrom..Ennikum Eppayum ThaLa Mattumtha.!,Not_offensive,102,12
Tala Potta thevidiya mavanda Baduganla aamigala,Offensive_Targeted_Insult_Individual,47,6
Surya mass u1 selava best combo,Not_offensive,32,6
Modi ji kahtey he ki Duniya se terrorist hatao... Or me kehti hu ki phle India se Naksal wadi ko hatao... R u agree with me...,not-Tamil,130,26
24hrs 500k+likes varanum guys... Maximum link ah share pannunga... Keep support guys,Not_offensive,84,12
otha thalivara pathi kindal pana sagatichiduvom,Offensive_Untargetede,47,6
Vera vera Vera level adi dhool,Not_offensive,30,6
இந்த மாதிரி படம் எடுக்க ஒரு தனி தைரியம் வேண்டும்...\r வாழ்த்துக்கள்.,Not_offensive,70,9
2056 laiyum Rajini arasiyalukku varuvathu uruthi endru Rajini voice varum 🤣🤣🤣🤣🤣🤣,Offensive_Targeted_Insult_Individual,80,11
Thala na yappa vum.Mass tan pa,Not_offensive,31,7
Like From Kkdi Dhanush fans Club,Not_offensive,32,6
எல்லாரும் மனுஷங்க தானடா என்னடா இவ்ளோ கேவலமா கமெண்ட் பண்ணிருக்கீங்க என் ஜாதி ஆதரவு உஞ்சாதி ஆதரவுன்னு... வெக்கமா இல்ல இன்னுமாடா ஜாதிய தூக்கி புடிச்சி ஆட்டிட்டு இருக்கீங்க எப்படியோ அடிச்சிக்கிட்டு சாவுங்கடா போங்கடா,Not_offensive,215,26
Dai ippolam short flimla irundu kathaye attaya poda arambichitingala,Offensive_Targeted_Insult_Group,68,9
